individual	chr6:75237988:75240301:cluster15620	chr6:75237988:75241176:cluster15620	chr6:75240385:75241123:cluster15620	chr6:75240385:75241176:cluster15620
GTEX-139UW	771	4	2	616
GTEX-13N2G	1097	3	2	868
GTEX-13QBU	665	4	3	573
GTEX-XGQ4	367	1	2	313
GTEX-13G51	656	3	3	512
GTEX-1A3MX	562	3	3	501
GTEX-1IDFM	581	1	1	474
GTEX-15RIG	849	3	2	683
GTEX-QEG5	445	5	1	377
GTEX-1E1VI	547	6	2	435
GTEX-11ZVC	479	3	0	378
GTEX-15G1A	664	6	1	533
GTEX-1JMQI	863	2	2	730
GTEX-ZV68	389	2	0	316
GTEX-1KWVE	744	4	0	595
GTEX-1CB4F	359	2	0	298
GTEX-1M4P7	881	8	1	731
GTEX-ZF3C	907	4	3	743
GTEX-1GMRU	465	4	1	415
GTEX-OIZH	335	1	1	286
GTEX-1AMFI	322	1	1	254
GTEX-1R9PM	324	1	0	278
GTEX-1LVA9	846	4	3	671
GTEX-1MUQO	364	1	0	300
GTEX-13OVH	379	2	1	286
GTEX-1EU9M	750	4	1	585
GTEX-U3ZN	1055	7	6	915
GTEX-16MT8	443	3	1	337
GTEX-111VG	560	2	3	462
GTEX-1R9K4	1591	10	4	1268
GTEX-Y9LG	452	3	2	354
GTEX-Y5LM	1050	3	3	876
GTEX-QDT8	874	5	1	715
GTEX-1ICLZ	281	3	0	227
GTEX-1M5QR	829	6	2	657
GTEX-XPVG	865	6	0	687
GTEX-P4PQ	1129	6	3	903
GTEX-15CHC	544	2	1	464
GTEX-1RB15	408	4	1	330
GTEX-ZTPG	684	5	0	560
GTEX-13SLW	361	3	1	325
GTEX-13112	489	4	2	393
GTEX-18A7A	592	3	0	483
GTEX-1RQED	1031	8	1	825
GTEX-ZAK1	425	1	1	370
GTEX-1GZ4I	569	4	2	465
GTEX-1PBJJ	513	4	0	409
GTEX-1E2YA	304	2	0	253
GTEX-13X6H	542	1	1	445
GTEX-OIZG	394	3	1	323
GTEX-1F5PK	1201	4	5	1006
GTEX-12WSJ	539	3	1	455
GTEX-1A3MV	612	2	3	496
GTEX-144GM	383	1	1	312
GTEX-14PJ5	298	1	1	257
GTEX-1K2DU	879	4	3	701
GTEX-14PII	368	2	0	300
GTEX-15ER7	1087	10	2	935
GTEX-13OW6	425	4	0	355
GTEX-1LG7Z	513	2	1	438
GTEX-1R7EU	454	3	1	370
GTEX-U3ZM	344	1	0	275
GTEX-WFON	652	3	1	578
GTEX-13VXU	709	3	1	575
GTEX-13PLJ	269	3	1	216
GTEX-RN64	541	4	1	439
GTEX-1QP66	965	4	1	797
GTEX-QCQG	497	3	2	414
GTEX-13RTJ	398	3	1	317
GTEX-OXRL	382	3	1	317
GTEX-14PJM	625	3	1	505
GTEX-117XS	437	1	1	348
GTEX-1BAJH	372	2	2	285
GTEX-ZVZP	429	4	1	349
GTEX-VUSG	177	1	1	155
GTEX-11ZTT	424	2	1	343
GTEX-12WSL	240	2	1	179
GTEX-1GPI6	394	2	2	300
GTEX-111YS	400	4	1	319
GTEX-139TS	711	2	1	570
GTEX-1CAMQ	364	2	1	276
GTEX-144FL	1123	3	2	927
GTEX-1PIIG	536	1	2	449
GTEX-ZVE1	503	3	1	417
GTEX-17JCI	545	5	1	418
GTEX-1JJ6O	608	3	1	484
GTEX-WRHU	740	5	2	641
GTEX-13OVG	452	3	0	367
GTEX-YECK	806	4	0	654
GTEX-WHSE	744	3	1	617
GTEX-OIZF	342	1	1	304
GTEX-1GN2E	567	2	1	450
GTEX-ZZPU	431	3	1	345
GTEX-14E6E	620	4	2	473
GTEX-15DZA	635	3	4	522
GTEX-14C39	673	5	4	565
GTEX-17EVP	430	4	0	349
GTEX-11P81	480	4	0	414
GTEX-1F48J	426	1	1	334
GTEX-ZVT4	560	2	2	462
GTEX-12WSF	786	4	1	660
GTEX-12584	396	2	0	309
GTEX-16NPV	358	2	0	285
GTEX-QESD	280	1	1	215
GTEX-11O72	509	2	1	422
GTEX-Q734	213	1	1	186
GTEX-1B932	346	3	1	296
GTEX-1EX96	316	3	1	265
GTEX-WFG7	465	4	2	409
GTEX-12WSN	289	1	2	245
GTEX-PX3G	137	1	1	108
GTEX-YFC4	687	2	1	536
GTEX-14BIM	630	3	2	513
GTEX-17F98	366	3	1	291
GTEX-111CU	393	2	2	348
GTEX-PW2O	73	0	0	65
GTEX-PSDG	276	1	0	236
GTEX-17HHY	387	1	1	299
GTEX-OXRN	780	8	4	628
GTEX-S95S	326	3	2	261
